timestamp,pid,proc_name,score,label,pkts
2026-01-21 20:09:43,23116,Code,0.999998,Normal Traffic,17
2026-01-21 20:09:45,4164,svchost,0.999995,Normal Traffic,59
2026-01-21 20:09:47,24404,GameBar,0.999994,Normal Traffic,1
2026-01-21 20:09:56,10404,lgc,0.999999,Normal Traffic,1
2026-01-21 20:09:57,22020,brave,0.999999,Normal Traffic,29
2026-01-21 20:10:03,22020,brave,0.999998,Normal Traffic,1
2026-01-21 20:10:08,2776,svchost,0.039529,DoS,3
2026-01-21 20:10:42,2288,svchost,0.999983,Normal Traffic,6
2026-01-21 20:10:49,22020,brave,0.999981,Normal Traffic,6
2026-01-21 20:10:55,23116,Code,0.999998,Normal Traffic,17
2026-01-21 20:10:58,22020,brave,0.999973,Normal Traffic,6
2026-01-21 20:11:00,22020,brave,0.999998,Normal Traffic,810
2026-01-21 20:11:02,22020,brave,1.000000,Normal Traffic,18
2026-01-21 20:11:04,22020,brave,0.999992,Normal Traffic,61
2026-01-21 20:11:04,22020,brave,0.999977,Normal Traffic,9
2026-01-21 20:11:05,22020,brave,0.999999,Normal Traffic,78
2026-01-21 20:11:05,22020,brave,0.999991,Normal Traffic,9
2026-01-21 20:11:07,22020,brave,0.999997,Normal Traffic,18
2026-01-21 20:11:09,22020,brave,1.000000,Normal Traffic,72
2026-01-21 20:11:13,22020,brave,0.999998,Normal Traffic,116
2026-01-21 20:11:18,22020,brave,0.999992,Normal Traffic,12
2026-01-21 20:11:22,22020,brave,0.999999,Normal Traffic,102
2026-01-21 20:11:24,24700,msedge,0.999998,Normal Traffic,1
2026-01-21 20:11:25,22020,brave,0.999989,Normal Traffic,1624
2026-01-21 20:11:31,22020,brave,0.999991,Normal Traffic,25
2026-01-21 20:11:37,23116,Code,0.999995,Normal Traffic,7
2026-01-21 20:11:42,22020,brave,0.999985,Normal Traffic,1
2026-01-21 20:11:43,23116,Code,0.999997,Normal Traffic,27
2026-01-21 20:11:53,24536,python,0.751133,Normal Traffic,4
2026-01-21 20:11:57,17200,chrome,0.999994,Normal Traffic,3000
2026-01-21 20:11:58,10404,lgc,0.004577,DoS,2
2026-01-21 20:12:04,22020,brave,0.999999,Normal Traffic,1
2026-01-21 20:12:05,22020,brave,0.999996,Normal Traffic,61
2026-01-21 20:12:07,17200,chrome,0.999956,Normal Traffic,3000
2026-01-21 20:12:12,10992,gamingservices,0.999996,Normal Traffic,12
2026-01-21 20:12:13,17200,chrome,0.999991,Normal Traffic,3000
2026-01-21 20:12:15,8708,Code,0.999993,Normal Traffic,27
2026-01-21 20:12:29,22020,brave,0.999998,Normal Traffic,27
2026-01-21 20:12:29,22020,brave,0.999994,Normal Traffic,53
2026-01-21 20:12:29,22020,brave,0.999994,Normal Traffic,55
2026-01-21 20:12:29,22020,brave,0.999996,Normal Traffic,73
2026-01-21 20:12:31,16396,msedgewebview2,0.999997,Normal Traffic,13
2026-01-21 20:12:31,12976,svchost,0.999999,Normal Traffic,36
2026-01-21 20:12:31,24700,msedge,0.999996,Normal Traffic,7
2026-01-21 20:12:31,24700,msedge,0.999994,Normal Traffic,9
2026-01-21 20:12:31,24700,msedge,0.999997,Normal Traffic,10
2026-01-21 20:12:31,20600,Wireshark,0.999995,Normal Traffic,8
2026-01-21 20:12:31,23660,msedgewebview2,0.999999,Normal Traffic,14
2026-01-21 20:12:31,23660,msedgewebview2,0.999999,Normal Traffic,23
2026-01-21 20:12:31,24700,msedge,0.999996,Normal Traffic,2
2026-01-21 20:12:31,23660,msedgewebview2,0.999994,Normal Traffic,11
2026-01-21 20:12:33,23660,msedgewebview2,0.999998,Normal Traffic,32
2026-01-21 20:12:36,16396,msedgewebview2,0.999998,Normal Traffic,5
2026-01-21 20:12:37,17200,chrome,0.999982,Normal Traffic,3000
2026-01-21 20:12:37,22020,brave,0.999999,Normal Traffic,24
2026-01-21 20:12:42,22020,brave,0.999990,Normal Traffic,81
2026-01-21 20:12:43,17200,chrome,0.999967,Normal Traffic,3000
2026-01-21 20:12:48,22020,brave,0.999999,Normal Traffic,1
2026-01-21 20:12:49,17200,chrome,0.999984,Normal Traffic,3000
2026-01-21 20:12:57,17200,chrome,0.999959,Normal Traffic,3000
2026-01-21 20:13:02,17200,chrome,0.999999,Normal Traffic,12
2026-01-21 20:13:02,17200,chrome,0.001172,DoS,2
2026-01-21 20:13:03,17200,chrome,0.999991,Normal Traffic,76
2026-01-21 20:13:03,17200,chrome,0.999999,Normal Traffic,38
2026-01-21 20:13:03,17200,chrome,0.999989,Normal Traffic,32
2026-01-21 20:13:03,17200,chrome,0.999991,Normal Traffic,16
2026-01-21 20:13:03,17200,chrome,0.999993,Normal Traffic,14
2026-01-21 20:13:03,17200,chrome,0.999998,Normal Traffic,13
2026-01-21 20:13:03,17200,chrome,0.999997,Normal Traffic,20
2026-01-21 20:13:04,16396,msedgewebview2,0.999999,Normal Traffic,722
2026-01-21 20:13:04,17200,chrome,0.999996,Normal Traffic,12
2026-01-21 20:13:05,17200,chrome,0.999998,Normal Traffic,18
2026-01-21 20:13:05,17200,chrome,0.999998,Normal Traffic,26
2026-01-21 20:13:06,17200,chrome,0.999996,Normal Traffic,17
2026-01-21 20:13:06,17200,chrome,0.999998,Normal Traffic,16
2026-01-21 20:13:06,17200,chrome,0.999997,Normal Traffic,10
2026-01-21 20:13:07,17200,chrome,0.999999,Normal Traffic,25
2026-01-21 20:13:07,17200,chrome,0.999993,Normal Traffic,21
2026-01-21 20:13:08,17200,chrome,0.999967,Normal Traffic,3000
2026-01-21 20:13:08,17200,chrome,0.999994,Normal Traffic,81
2026-01-21 20:13:08,17200,chrome,0.999996,Normal Traffic,159
2026-01-21 20:13:08,16408,chrome,0.999996,Normal Traffic,6
2026-01-21 20:13:08,6948,nvcontainer,0.999996,Normal Traffic,3
2026-01-21 20:13:08,22020,brave,0.999996,Normal Traffic,3
2026-01-21 20:13:08,2288,svchost,0.999996,Normal Traffic,3
2026-01-21 20:13:08,21728,brave,0.999996,Normal Traffic,3
2026-01-21 20:13:08,5024,msedge,0.999996,Normal Traffic,3
2026-01-21 20:13:09,17200,chrome,0.999999,Normal Traffic,35
2026-01-21 20:13:09,17200,chrome,0.999998,Normal Traffic,13
2026-01-21 20:13:10,17200,chrome,1.000000,Normal Traffic,25
2026-01-21 20:13:13,17200,chrome,1.000000,Normal Traffic,22
2026-01-21 20:13:17,17200,chrome,0.999999,Normal Traffic,195
2026-01-21 20:13:17,16408,chrome,0.999999,Normal Traffic,7
2026-01-21 20:13:17,6948,nvcontainer,0.999999,Normal Traffic,5
2026-01-21 20:13:17,22020,brave,0.999997,Normal Traffic,4
2026-01-21 20:13:17,2288,svchost,0.999997,Normal Traffic,4
2026-01-21 20:13:17,21728,brave,0.999997,Normal Traffic,4
2026-01-21 20:13:17,5024,msedge,0.999997,Normal Traffic,4
2026-01-21 20:13:26,17200,chrome,1.000000,Normal Traffic,62
2026-01-21 20:13:27,17200,chrome,0.999962,Normal Traffic,254
2026-01-21 20:13:29,8708,Code,0.999974,Normal Traffic,12
2026-01-21 20:13:32,16396,msedgewebview2,0.999997,Normal Traffic,34
2026-01-21 20:13:37,23116,Code,0.999996,Normal Traffic,10
2026-01-21 20:13:38,17200,chrome,0.999999,Normal Traffic,495
2026-01-21 20:13:39,17200,chrome,1.000000,Normal Traffic,30
2026-01-21 20:13:39,22020,brave,0.999995,Normal Traffic,21
2026-01-21 20:13:45,8708,Code,0.999994,Normal Traffic,1
2026-01-21 20:13:52,23116,Code,0.999994,Normal Traffic,27
2026-01-21 20:14:01,17200,chrome,0.999999,Normal Traffic,65
2026-01-21 20:14:09,5868,svchost,0.999996,Normal Traffic,3
2026-01-21 20:14:09,5868,svchost,0.999996,Normal Traffic,3
2026-01-21 20:14:11,10644,warp-svc,0.999997,Normal Traffic,14
